Name	SRR847690	SRR847691	SRR847692	SRR847693	SRR847694	SRR847695	SRR847696	SRR847697	SRR847698	SRR847699	SRR847700	SRR847701
Snord43	2.9442	2.6659	3.0879	1.5598	2.7289	1.3669	0.0416	1.152	0.668	1.8876	0.3888	2.4417
Ccdc3	2.9571	3.0396	3.4959	0.1633	1.1829	1.31	1.3817	1.1885	1.8744	3.3934	2.9622	0.9446
Glt1d1	2.7872	2.4643	2.9299	1.1633	0.1829	0	1.9545	2.5104	2.2894	0	0.5889	1.5081
Pax6	1.3721	0	0	0.1633	2.1793	0.5109	1.9593	3.1446	3.0968	0.586	2.0517	1.5081
Cnksr2	0.7872	0	0.1267	1.1633	0.1829	1.5109	2.369	2.7735	2.597	0	1.7447	2.7771
Mfhas1	0	0	0	1.7482	0	0	1.7036	2.5104	2.6114	0.586	1.2253	2.9231
Calcoco2	4.6897	4.7203	5.1763	4.4714	4.6958	3.9637	3.0104	2.4665	2.2894	3.3851	2.4248	3.6236
Fndc3c1	2.0975	0	0	0	0	0	1.7767	2.5104	1.8744	3.2179	2.4477	3.2451
Fam102b	2.3721	2.4643	2.4631	2.9706	2.1829	1.5109	3.2876	4.1885	3.4594	4.586	4.7278	4.7811
Armc5	1.9745	2.2012	3.0454	3.299	3.2126	2.4055	0	0.4386	0	1.4807	2.2767	2.6215
Serf2	5.8957	5.6607	5.4626	3.9696	1.7679	4.5109	5.0203	4.665	4.813	5.2859	5.281	5.0106
C330006A16Rik	0.7872	2.6148	2.1412	3.8503	3.4579	3.8328	3.0439	2.6636	1.2894	4.2356	4.52	3.5531
NEWGENE40	3.3294	1.699	1.7261	2.1633	1.7679	0.3906	0	0	0	0	0.683	0
Spn	4.2446	3.0492	3.4631	3.3332	3.1829	2.8328	1.9666	0.1885	1.8744	1.586	1.9622	2.2451
Ablim1	3.4876	3.0934	2.9485	1.987	2.2533	2.5109	2.946	1.7735	1.8744	1.586	1.2253	0
Slc16a3	3.8024	3.7545	4.7635	4.0702	4.5745	4.0946	6.2489	6.4342	6.353	4.3409	3.8102	4.686
LOC100503978	1.7872	3.2012	1.7261	1.1633	2.5048	1.5109	0.3817	0	0.2894	0	0	0
Slc16a6	2.1091	3.5243	3.7261	4.5556	4.6423	2.5109	5.7902	4.7735	5.4981	3.9783	4.0326	4.3826
4930507D05Rik	2.5945	3.546	3.6194	1.7482	3.3757	2.1206	0	1.7735	1.2894	2.6762	2.5204	1.5081
Klb	0	0	0.1412	0	0	0	2.3726	2.1885	2.275	2.3934	1.9622	0
Chst11	0	0.8793	0	0.1633	1.1829	1.5109	3.189	2.5104	1.8744	1.586	1.2253	1.9231
Mep1b	3.3613	3.5753	4.5223	3.4338	2.5048	2.5	1.7036	1.7735	1.2894	2.4137	2.939	2.1892
Pmaip1	5.2645	4.478	4.3807	5.3867	5.3814	5.1244	6.9497	7.3017	6.5527	6.4324	6.0136	5.6764
Cdipt	2.5945	3.5798	4.3111	2.4852	3.3528	2.5109	1.7036	1.8208	0.2894	2.4138	3.2217	1.9693
Serinc5	3.1091	0.8354	1.7261	1.1633	1.7582	0.5109	4.774	3.5739	3.9899	2.7559	3.8006	2.5081
Kcnn1	3.1091	1.8648	2.9485	1.6069	0.6371	0.5109	0.9666	0	0.2894	2.1613	2.6403	1.9086
Cgn	2.4471	0.8793	0.7165	1.0893	1.1464	2.5109	2.6803	2.4959	3.284	3.824	2.8086	4.0654
Rian	1.1767	0.9836	1.6572	1.9212	2.8497	2.2593	2.8186	2.7443	3.0271	3.692	3.5777	3.195
Gria3	0	0	0	0.1633	0.1829	0.6999	1.3817	2.5104	2.7541	2.7559	0	2.9231
Nacc2	2.3721	0	1.1412	3.8615	2.1829	2.0958	3.774	3.5104	2.8744	2.3934	2.8102	2.2451
Nradd	1.732	2.4472	2.4631	1.1633	0.1829	1.5109	0	0	0	0	0.6403	2.2276
Nuak2	4.0351	3.3387	3.8316	3.8637	3.3528	3.2975	3.189	2.1885	3.2894	0	1.6403	2.9231
Stard8	3.9482	3.6701	2.7019	4.2405	3.3528	4.091	2.3817	1.1885	2.6114	2.7559	0	0.9231
Coq2	3.2854	2.9719	2.8102	4.6806	4.172	4.4991	5.4102	5.3925	4.9059	5.1378	5.0181	4.2393
Dmrt1	0	0	0	0	0	1.5109	2.8411	2.5104	1.2894	1.171	1.6403	0
Tnfaip8	1.3721	0.8793	0.1412	0.1633	0.1829	2.5109	3.3817	2.7735	2.8744	2.171	2.4477	2.2451
Csrp1	3.482	3.7833	2.9152	3.3332	2.1829	3.8328	3.3817	3.539	2.6114	5.6897	5.9725	5.1454
Rnd1	3.8653	4.1234	4.458	3.7093	3.8833	3.3182	2.3672	2.1667	1.2894	2.586	3.3408	4.0081
Hspa4l	2.2958	1.8536	1.2655	1.7434	2.7631	1.5109	3.1817	3.4917	3.4299	4.3329	3.8286	3.868
Ebag9	0.6979	0	0	1.1633	2.7534	1.5109	1.957	2.2451	1.8744	2.7527	2.3116	2.2451
B230217C12Rik	4.8381	4.2585	4.1276	3.2942	3.4947	4.8328	2.5516	2.1885	1.8744	2.7559	1.6403	2.5081
Antxr1	0	0	0.1412	1.1633	0.1829	1.5109	0.3817	1.1885	1.8744	2.171	2.6403	1.9231
Etnk2	2.5945	1.8793	2.4631	0.1633	0.1829	0	0.9666	1.1446	0.2894	2.3934	0.6403	1.9231
Bfsp2	0	0	1.1412	2.7482	0.4094	1.4445	1.9666	2.0643	1.2894	2.586	2.6403	2.5033
Ggh	0	2.8124	0.0972	1.1633	2.1829	3.0958	2.5271	2.7419	1.8744	3.4891	2.6258	3.3826
Mpdz	0	1.1662	2.3111	1.1633	2.4932	2.0958	2.5224	3.2135	3.2676	3.0323	3.2644	3.7651
Hmgcll1	1.758	1.4253	0.0972	2.1451	2.7436	3.676	3.5027	3.759	2.5998	3.3872	3.0892	2.2247
Med27	2.5862	1.8757	2.4631	0.1633	0.1829	0	0.3672	0.1885	1.2894	0.586	1.2253	1.8339
Dhrs7	2.0975	1.4643	1.7261	3.1633	2.5048	1.4133	4.5006	4.2674	3.0968	3.0454	3.6367	2.9231
Galnt6	4.1084	3.0266	3.5716	3.747	1.7679	2.0958	1.9666	1.152	2.2894	1.5679	1.6403	0.9231
Ankzf1	4.1349	4.6523	3.4888	1.0817	2.4903	4.1194	3.498	2.8091	2.9648	2.1613	1.8567	1.6832
Nnat	2.9571	1.6825	1.1412	0	1.1829	2.0958	2.735	1.7735	2.0031	4.3286	4.3408	3.6737
Pter	0	0.8793	0.1412	0	2.7679	2.0958	2.7322	1.6636	3.1867	2.586	1.6403	2.2451
Crat	2.5376	3.5618	1.7874	1.1633	0.139	1.5109	1.0552	0	0.2894	2.171	0	1.9231
Me1	2.3721	1.4546	2.9485	0.2337	0	0	3.0954	1.1885	0	1.5495	2.2253	1.5081
Elovl7	2.5945	2.6867	1.6006	0.1633	0.1829	0	2.9666	2.7735	2.8744	0	0	2.2451
Gkap1	0	0	0.1412	0.1633	1.1829	0	1.6774	2.4026	2.594	0	1.2253	0
Tcea3	0	0.8575	2.0011	1.7289	0	0	0.8977	1.1594	0.2894	2.861	3.076	3.4542
Gad1	0	0	0	0	0	0	1.9102	2.7443	1.8744	0	0	0.9231
Gm3982	0	0	0	0.6993	0	0.5109	2.9606	1.0525	2.5124	1.4929	1.2819	0
Prkd2	0	0	0.2522	1.7386	2.4514	1.5109	1.7931	1.7735	0	2.6608	1.2253	2.8903
Man1a	0.995	0	0.1412	0.7674	2.3072	0.3906	3.053	3.3823	1.2237	2.0843	1.8936	2.0275
Slc29a3	2.9571	2.6867	2.4631	1.7482	2.9903	1.5109	3.0473	0	1.8744	1.586	0	0
Ly6g6d	2.7872	1.8793	2.1412	2.1633	0.1829	2.0958	0	0	0.2894	1.9079	0.6403	0
Tnfrsf12a	0.7872	0	1.7261	0.1633	1.7679	0.5109	2.1652	0	0	3.1146	2.8102	3.1058
Nudt11	0.7506	1.8793	0	2.4852	1.7679	0	3.4826	1.7735	1.8396	4.0816	2.8102	2.2451
Cpne8	0	0	1.1412	0	1.8245	1.5109	2.9521	2.3194	2.3735	2.1637	2.8822	0.9231
Slc25a42	2.3721	3.2355	2.6369	0	1.7436	0	1.3817	2.2861	1.2894	1.3128	0	0.5177
Pdpn	2.1091	2.4473	1.1412	2.1633	3.3528	3.0838	4.8076	4.0954	3.2894	2.9079	4.5472	3.3786
Cnn2	4.0807	4.7824	3.8416	4.741	4.6423	5.0777	3.7314	3.3407	4.039	6.2686	6.3791	6.542
Wisp1	0	0	0	0	0	0.5109	0	0.1885	0	2.586	1.6403	2.2364
Epas1	2.9856	3.1969	2.7213	2.4823	1.4094	1.5109	0.3817	1.7735	0.2894	1.171	0.077	1.5081
Ankrd45	3.9571	4.4406	4.2422	3.7482	4.4991	3.9703	1.3817	2.1885	2.6114	3.4929	3.4477	1.9231
Exoc3l	2.6231	2.863	3.7043	2.6717	2.6318	4.0461	1.2614	0.1885	1.2894	1.843	0.9331	2.5081
Loxl2	0	2.6867	0.1412	0	2.1829	1.5109	3.475	2.1885	3.6114	1.171	1.2301	1.9231
Fam19a4	2.3721	0	1.1412	3.4852	2.5048	3.9703	1.3817	2.1704	3.2894	3.0336	2.8102	1.9231
Loxl1	2.1091	3.3282	2.8982	1.7482	3.5848	2.3827	1.7036	0.1885	0	1.837	0	1.3237
Fam81a	4.2931	4.7531	4.6578	4.906	3.5034	4.4371	4.8569	5.229	4.5359	3.0454	3.1296	1.0866
2410137M14Rik	4.2254	4.2654	4.3708	3.0547	3.1501	3.7874	2.4173	3.1649	2.2894	1.8094	2.4311	2.1801
9130019O22Rik	0	3.2867	2.1662	3.3268	2.9119	3.3768	3.6318	3.0061	2.6056	3.5833	4.3952	3.9103
Katnal1	1.3721	1.8793	0.0672	3.7422	1.7436	2.0958	3.0799	2.5891	4.0792	3.2865	2.218	3.9123
St14	1.3721	0.8129	0.5954	2.9624	2.4188	2.4927	3.2671	2.493	3.4401	2.8891	2.4289	2.832
Clcn7	2.9571	2.5506	3.2047	2.3008	0	0	3.1052	3.5904	2.6085	2.2573	3.1875	2.2189
Gprc5b	0	0.8793	2.4631	2.4852	1.7679	3.0958	3.6876	3.1885	2.8744	2.171	2.2253	2.2451
Gm2128	0.6271	1.375	0.1412	0.1633	0	0.5109	2.1387	1.7735	2.8744	2.3934	2.6075	3.5484
Impdh1	3.6805	2.8793	2.9485	2.4442	0.1538	0.5109	2.6537	1.7443	2.6114	3.3684	2.7073	3.7305
Zfp637	2.1091	2.6867	2.9485	1.1633	0.1829	0	2.8411	0	0.2894	1.586	0.6403	0.9231
Ank2	0.7872	2.4643	1.1412	2.7482	2.5048	2.0958	2.189	2.9959	2.6114	4.0454	3.0706	3.6619
6330416G13Rik	1.7872	2.2012	2.3921	0	0	0	2.189	0.1885	0	1.9079	2.9622	0.9231
Gm3553	3.1781	2.6021	2.0747	1.7482	2.4217	3.287	0	0.1885	1.2894	0.9422	1.1961	3.0541
LOC100504551	0	2.2012	1.1412	2.1633	2.9841	1.5109	3.774	2.1885	3.7489	2.171	3.5472	2.2451
Ppp6r2	0	0	0.0972	2.33	1.1611	1.5037	2.4877	1.6636	2.2894	2.7202	2.2035	1.5081
Gm14206	2.7872	2.2012	3.9162	2.9706	3.3528	2.0958	2.3817	0.1885	0	2.171	2.4477	0.9231
Nicn1	4.74	4.7368	5.3506	4.8071	3.9903	5.0344	2.7036	3.1885	2.6114	3.4735	4.8498	3.5081
Cyp7b1	2.3721	2.7531	0.1412	3.4211	4.0269	2.8328	2.3744	1.1885	2.8477	3.5752	3.3206	4.6897
Gm5662	0	0	0	0.1633	0	0.5109	1.4508	1.1591	0	1.9079	2.4477	1.9627
Ndrg2	0	1.4643	0.1412	1.1268	0	0.5109	2.8332	2.4785	2.6114	1.8847	0	0.9231
Slc5a1	1.7872	3.0919	1.7261	0	1.1829	0	0	0	0.2894	0	1.2253	0
Stub1	5.3744	4.9433	5.4832	5.514	5.2747	0	4.8758	4.6093	0	4.8821	5.2789	5.682
Dot1l	0	2.4203	0.1412	1.7138	1.1538	2.8328	3.1333	2.7246	1.8744	2.6443	2.4016	3.8213
Kif21a	3.0974	2.582	1.1412	2.1633	2.1352	2.5109	4.0648	4.1867	4.8676	3.6735	2.9622	3.6202
Osbpl5	0	0	0	0	0.1829	0	0.3817	0	2.2894	2.586	2.7811	0.9231
Spink3	0.7432	1.8575	0	2.6742	2.5665	1.0958	0.9127	0	1.8744	2.9988	3.0407	2.851
Mycl1	3.2466	2.8793	3.3111	1.7482	2.7679	0.5109	3.189	2.1885	3.0968	0	1.6403	1.5081
Tsc22d4	2.1091	2.2012	2.1412	0.1633	0	0	2.5516	1.7735	1.2894	1.9079	1.6403	0
Nt5c3	0.7872	0	1.6772	0.1633	1.1829	0.5109	2.9869	2.1885	2.8255	3.4087	3.7278	1.6102
Mapt	4.9639	4.6867	4.1175	4.7482	4.1999	4.4178	3.0799	2.7735	2.9562	1.586	3.1726	2.7305
Fhl1	1.3721	0.8793	0	2.741	2.5048	1.5109	3.4691	2.7662	2.2894	1.8032	2.6403	2.7305
Gripap1	2.9181	3.0428	2.0972	1.7241	0.0626	0	0.3817	2.3584	1.8354	2.383	1.2253	2.3561
Camkk1	2.7872	2.2012	2.7261	0.1633	1.1829	0.5109	0.9666	0.1885	0.2894	2.154	0	2.2451
Islr2	2.7872	1.8793	3.4631	1.1633	2.1829	2.8328	0.3817	0.1885	1.2894	2.171	0	0
Sirt4	0	1.5529	2.4631	0	0.139	0.5109	3.4852	3.5104	3.2894	0	0.6258	0
NEWGENE52	5.8601	5.3839	4.7529	4.4059	4.4308	4.5109	3.4994	2.7735	3.4594	5.2319	3.4923	5.9819
Shpk	0	0	0.0823	1.7482	2.1829	1.5109	2.2402	1.7735	2.3321	1.586	0.6403	0.9231
Itga9	3.5183	3.7462	3.453	2.1268	2.9611	3.8256	0	2.1813	2.2894	1.5752	2.4415	3.2849
Setd7	2.1091	1.8721	1.1412	3.1597	3.3496	2.0958	4.189	2.9959	2.8744	4.1096	4.1639	3.0931
Dhdh	4.242	3.4964	4.209	2.9624	2.7631	2.0716	2.3488	2.795	3.2585	3.2031	0	2.5009
Etv4	4.431	4.2716	3.8636	3.1633	3.6292	3.827	2.275	1.7735	2.275	3.7527	1.9622	3.0157
Gm8514	3.6708	3.0396	2.7261	2.4852	1.7679	1.5109	1.3228	0	1.8744	3.2652	2.2253	1.8262
2410004A20Rik	4.3558	4.0778	3.2705	3.1633	3.3335	4.6808	2.6201	0	2.8447	2.171	3.0585	2.219
Sh3tc2	0	0	0.1412	1.8726	2.1829	0	2.3817	2.7045	1.2894	2.586	1.6403	0
Uap1l1	2.1715	2.0036	1.1412	2.1633	2.1829	3.0642	3.6424	3.748	4.1583	2.3747	3.4833	3.5033
Pfn2	2.3721	0	1.7068	2.9644	3.5048	3.8328	3.774	3.3584	3.0968	2.7703	3.5472	0.9231
H2-M6-ps	6.0442	5.9231	6.1575	5.8775	5.5022	6.083	4.3176	4.8167	4.6645	3.1071	4.3515	4.4467
Ass1	3.9131	4.0996	4.4853	2.9603	1.7679	2.31	3.1588	1.5104	3.0571	2.1492	2.2229	1.9123
Churc1	0.7872	0.8502	0	0.1633	2.2973	2.8212	2.9509	2.1885	2.7063	2.586	2.4227	2.4137
Sirt2	1.2674	0	0.1412	2.1633	2.3496	3.0958	2.7036	2.5104	0.2894	1.9079	2.9622	1.3127
Zdhhc16	0.5395	0.1072	2.1948	3.5756	1.9691	3.4925	1.6672	2.622	0	3.3486	1.3405	2.8354
Arhgap30	3.1091	0.8793	3.3111	3.4516	2.7679	3.0958	1.7036	1.1885	1.8744	0	1.105	0
LOC100416224	0	0	1.1412	1.7482	1.1829	0.5109	2.189	0.1885	0	2.586	3.2253	1.5081
Dpp9	1.7799	1.44	3.4325	1.9246	2.7679	0	0	0.1885	0.2894	1.6836	1.6403	1.5033
Enox1	5.8315	5.8131	5.7043	5.2789	4.8034	5.4646	4.0575	3.5489	3.5689	5.5037	5.3554	6.3722
9030025P20Rik	2.7079	2.9696	3.0826	3.2294	3.9292	2.6451	4.7964	5.2876	4.8465	3.4302	4.3706	2.5495
Slc1a1	3.2387	2.2012	2.9485	2.4852	3.3464	3.0934	2.2054	3.1885	0.2154	1.5788	0.6403	0
Zc3hav1	5.1238	5.0347	5.4192	4.7482	3.8833	4.189	3.6796	3.4916	3.6693	3.2043	2.7124	3.5081
Gm12657	3.5052	3.3387	4.1412	0.754	3.1829	0.8977	4.7793	4.3161	0.9864	4.1199	3.9003	0
Plcl2	3.2466	2.6867	1.1412	3.3332	2.7679	1.5109	4.7657	3.7735	4.4594	4.7559	3.6403	4.8281
Kank2	2.3721	3.9402	3.1537	2.1335	1.1829	0	3.7883	3.7711	2.2894	1.9079	2.8102	3.5681
Adap1	4.7414	4.2012	4.3111	2.1633	1.1829	3.7618	2.4486	2.1885	2.6114	4.2837	4.4175	3.6236
Rapgef4	2.9571	1.8793	2.9485	1.7482	3.5048	1.5109	1.7036	0.1885	1.2894	0	1.6403	0
Chst3	1.7872	2.2156	2.1412	2.7482	0	2.0958	1.7036	2.1885	0	0	0	0
Nid1	6.7543	6.8422	6.6472	5.8306	6.0132	6.3659	5.1784	5.3223	5.2357	4.7822	4.5116	4.8194
Apcdd1	2.1091	1.8793	2.1412	1.1633	2.1829	0.5109	1.3817	0.1885	0.2894	0	0	0
Golim4	0	1.96	0.1412	1.7482	1.1829	1.5109	3.3817	1.076	1.8744	3.171	2.2253	2.8339
Slc27a4	3.9571	3.5798	4.0615	2.741	3.5048	3.5109	2.9928	1.1885	1.2894	2.892	3.3385	3.2451
Ccdc122	0	0.8793	2.1412	1.1633	2.4816	3.5588	3.0301	2.7735	3.3443	1.7495	0.6403	0.9231
Pls3	2.7583	2.457	0	3.478	2.9352	2.0958	3.8173	3.1723	3.5881	3.4823	4.622	3.2349
Rpl39l	1.3721	0.8793	0.1412	1.7482	2.7679	0.5109	3.0821	1.1885	2.2894	3.0441	3.2253	2.2451
Gpx8	0.7872	0	0.1412	2.1415	0	0	1.8489	1.0365	0	1.9079	2.6349	2.5057
Pnpla3	2.9571	3.563	3.0672	2.1633	2.1829	2.5109	1.6949	1.7735	0	1.171	1.6403	1.9231
Rasgrp2	2.1684	2.4643	2.6745	1.9031	2.8428	2.0958	0	1.1885	0	0	0	2.0737
Cd55	0.7872	1.8793	0.1412	1.9246	0.1829	0.5109	3.1418	3.1722	2.6114	1.9079	1.758	0.9231
Fads2	2.3721	2.4643	2.7941	2.1341	1.7679	0.1708	2.5321	2.5104	1.8744	0.5569	0.6258	0.3346
Sirpa	0	0	0.1412	1.7482	0	1.5109	2.189	2.1885	1.8744	1.586	1.2253	1.9231
E130309D14Rik	1.7872	2.2012	2.4631	0.1633	0.1829	0	2.8463	1.7735	2.6114	0.586	0	0.9231
Rb1	3.8254	2.4739	2.7827	4.3919	3.901	3.5588	4.8335	5.479	4.8674	4.3052	4.9721	4.7413
Nudt10	2.5924	1.4643	0.0823	1.7482	1.7679	0	2.189	0.914	3.7489	3.2683	2.9622	4.0045
Hbegf	4.9271	5.4437	5.2938	5.1175	5.3031	4.9032	2.9666	3.5104	3.0968	4.343	4.5668	4.3155
Car2	4.995	5.1661	5.5947	4.3898	4.0704	4.8169	2.9473	3.2658	3.4529	5.4869	5.2464	5.194
Vps28	3.0244	1.7977	2.403	0.1633	0	1.4369	2.3523	1.174	2.6114	1.1418	0	0
Zfp128	1.7872	2.2012	1.2721	1.7482	3.9399	3.0958	3.5452	4.1831	3.6114	3.4929	3.3408	3.7305
Rnase4	0	0.8793	0.1412	1.1633	2.4212	0	2.3817	2.1885	1.2894	2.3934	2.4477	2.2451
5430407P10Rik	0.7872	0	0.1412	0.1633	1.1829	0	2.189	2.5104	2.2894	1.171	0	0
Eml2	2.513	1.4643	2.2589	0	0.1829	0	0	1.7735	0	2.0428	0	0
Tmem106c	1.7055	2.2012	2.1412	0.1633	0.1829	1.5109	0	2.5104	2.2894	0	0	0
Tha1	0.6902	0	0	1.7482	1.1829	1.5109	1.3744	2.4783	2.8744	0.3661	0	0.9231
Gm4934	2.1091	2.2012	1.7261	0	0	0	0	1.1885	0	0.8001	0	0
Alpk3	1.3721	3.6711	3.8228	3.9706	4.247	4.208	3.4295	3.6297	4.2451	1.9079	0	0.9231
Tbc1d22b	0	0.6278	0.1412	1.1633	1.1829	1.5109	2.3726	2.141	2.2894	0.586	1.5215	1.6887
BC065397	4.3594	3.9677	3.5197	2.1597	1.6528	2.0015	2.4313	3.5684	2.9194	3.2218	2.0354	3.4943
Pnp2	6.1587	5.9231	5.7261	5.7739	5.7363	5.0165	2.8411	4.602	4.3338	5.021	3.6308	5.8852
Rbm46	0	1.4643	1.7116	1.7482	2.7338	0.5109	1.6891	2.5104	2.2786	2.586	2.7909	3.8281
Krt8	3.2466	2.8955	2.9485	0.7482	1.7534	1.7618	1.5516	3.3584	2.6114	5.0405	5.2962	4.7811
Ano10	0	1.4643	0	2.4233	0	2.8328	1.952	1.7735	2.0163	2.3537	2.2253	2.9123
Ankrd56	3.694	3.0492	3.6006	3.7482	2.7679	3.3182	3.3817	3.7735	4.3769	1.171	1.2253	1.9231
Gmds	2.3405	1.8793	0.1412	2.1633	2.5048	3.074	1.6862	2.1885	2.8744	3.3913	3.0436	3.9482
Stx4a	2.9148	2.1513	1.1412	0.1633	0.1829	0	0	0.1885	0	1.7037	0.6403	2.2218
Tlr2	2.3721	3.2012	3.6006	2.7337	1.7679	3.3182	0.9666	2.1885	0	2.586	2.6403	1.5081
Lpp	6.1945	6.1909	5.8017	6.4608	7.1603	6.4324	5.7612	6.1975	7.0035	7.9747	7.7178	8.5114
Nhs	1.3721	1.2467	1.1194	2.4852	1.7679	3.0958	3.8411	3.0345	2.8744	3.433	2.8102	2.2451
Arhgap22	0.7872	0.8793	0	2.9706	0.1829	3.0958	3.2885	2.5104	1.8744	1.9079	2.8102	0.9231
Gm10136	2.7351	3.0331	3.1016	4.9706	3.2872	3.215	6.0399	4.0548	3.6633	5.6304	3.7356	5.5081
Ino80b	3.4798	2.375	2.4602	1.7482	1.4579	0.6614	1.6978	0.6215	0	0.7877	0.7712	3.3786
Acan	2.769	1.8793	3.6006	1.7482	2.1829	3.0958	0.3817	0	1.8744	2.7559	1.9771	3.0931
Sfrp2	0	0	0.1412	0	0	0.5109	1.3817	1.7735	0.2894	2.3934	1.2253	2.5081
Gria4	0	0	0	0.1633	0	1.0576	1.7036	2.5104	0.7953	2.6078	2.1838	1.1922
Trf	3.9288	2.8334	4.528	4.2685	3.87	4.4013	2.9337	1.1371	1.2381	2.5234	2.6403	0.9231
Unc45a	3.5873	3.9105	4.5947	3.4546	3.8688	4.5109	2.8411	0.174	3.0968	3.5779	2.748	2.9231
Cobll1	0	0	1.7261	1.7482	1.1829	0.5109	2.3817	2.8956	1.2894	1.171	2.8102	3.7231
Gm2406	3.7339	3.227	1.5795	2.8726	0.87	1.0469	0.7931	1.7735	0	2.8655	1.6403	3.1185
Slitrk4	0	1.8793	0.1412	2.4852	1.7679	2.0958	3.189	2.1885	2.6114	3.171	2.8102	1.9231
Fzd6	2.1091	1.8793	2.1412	0.1633	0	0	0.3817	0	2.2894	1.43	1.6403	2.7305
Trappc6a	0	1.4203	1.1412	3.1524	1.139	0.5109	3.9362	2.7146	1.8744	2.1613	2.7047	3.0541
Tor3a	5.5321	5.6315	5.6878	4.8632	4.1829	5.4139	3.6296	3.6479	3.6114	4.6735	5.0031	4.4379
Zfp61	2.0307	2.4643	2.1412	0.1633	0	0.5109	0.5452	1.7735	1.275	1.9079	2.1912	0.7469
Grip1	5.1665	4.5301	3.6859	4.6799	5.2391	4.7504	5.6875	6.1162	6.5489	6.4011	5.5628	7.375
Rogdi	3.5945	2.4425	1.7261	1.5138	1.9903	2.9492	1.9786	1.88	0	1.171	0.6403	0
Rpl34	4.1698	3.9625	4.8421	4.2407	2.5048	3.676	2.5851	2.1885	2.2569	3.3356	3.8404	3.9141
Fhl2	0.7872	0.79	0	2.0955	0	0	0	0.3775	0	2.3934	2.6403	2.4839
Cbx2	2.7872	2.2012	2.642	0	1.1829	0.5109	0.9666	1.1885	0	0	0	3.3826
Ubox5	0	2.902	2.1412	3.1782	2.5332	2.5323	3.7971	3.5693	3.6114	3.171	2.4477	3.1254
Gm6617	4.1795	4.2012	5.1481	4.3284	4.7008	3.0958	2.7305	2.9959	1.8744	3.3934	3.8102	3.4985
Rbms1	3.579	4.1272	3.3111	4.249	4.3972	3.9664	4.9273	5.2482	4.5983	5.6256	5.6302	5.6893
Dnajb4	1.3721	2.8793	1.1412	3.4852	2.1829	1.5109	3.5516	3.8068	3.9505	3.9638	3.4477	2.7202
Fgfrl1	0	0	1.1412	0.1633	1.5503	2.5109	0	1.7735	0.2894	2.586	2.2253	2.2451
Meis1	0	0	0.1412	2.1633	1.1829	0	0.3817	0.1885	2.1009	2.171	2.9622	0.9231
Atp2a3	2.3721	1.9394	2.1339	1.1633	2.7679	1.5109	0.3451	0.1885	0	1.1216	0	0
Mocs3	2.7872	2.6867	3.4631	3.1633	4.0119	2.0958	2.5484	0.1885	0.2894	2.171	2.6403	2.7305
Gpat2	2.2911	1.4203	2.1943	1.7434	1.0067	1.1799	2.3377	1.8436	2.7619	0	0	0
LOC100504527	3.2254	3.1969	2.7261	0.1633	1.7679	1.4216	1.3817	0	1.8744	0.586	1.6295	2.5081
Slc44a4	2.4171	2.1926	2.7261	1.5418	2.1501	0.5109	0.9666	0.1885	0.2894	0.837	0.6403	1.5081
St3gal4	2.5945	2.6867	3.5901	2.7482	1.7679	1.5109	2.189	1.7735	0.2894	1.586	0.4722	0.9231
Clvs2	0	0	0	0.1633	0	0	2.189	0.1885	0.2894	2.171	2.2253	1.4936
Rfx1	2.7872	1.8129	1.1412	3.1633	2.3939	2.8328	4.3712	3.5104	3.7489	3.2876	1.6143	3.1635
Fbxl17	2.5945	2.4643	3.1373	2.4617	2.7606	2.0958	2.0097	2.7735	2.8744	0.2997	0	2.0072
Katnb1	3.9698	4.0676	3.9629	3.747	3.8822	3.6202	3.5532	0.1885	2.3701	3.2776	3.4206	2.9231
Rundc3a	2.9474	2.2012	2.3428	1.6894	1.1829	2.5109	0.7151	2.1557	1.2894	0	1.6038	0
P4ha2	0.7872	1.3953	2.9485	2.9541	2.7679	2.8328	3.7692	4.2572	2.9877	2.3579	2.6311	2.2364
Gpt2	3.6912	3.6867	3.9485	2.1633	3.0229	2.5109	2.3817	2.7735	0.2894	2.7559	1.9622	1.5081
Chmp4c	5.6035	5.7109	5.253	4.9593	5.1734	4.5692	4.1543	4.7146	5.1618	3.4132	3.6276	3.65
Cdkn1a	3.1091	1.4643	1.7261	3.3332	3.7679	2.8328	4.4261	3.9959	3.7489	3.7559	3.6403	3.5045
Mapkbp1	2.1091	0	1.0679	2.7142	3.3335	2.9963	2.6432	3.1813	2.2894	2.9237	0.8544	2.5081
Exosc8	3.5842	3.501	4.7911	5.1679	5.9338	6.641	3.9089	4.5613	4.2786	3.5532	3.3195	4.2803
Tcf19	3.9024	3.882	4.299	3.8966	3.8722	3.9873	2.6004	0.9197	2.6982	3.8543	2.4143	3.7821
B4galt7	2.5945	1.9836	3.0433	2.4323	1.1538	2.5109	0	1.5047	1.2894	0	0.2059	1.5514
Fam20c	2.7017	1.4643	3.1412	3.4852	3.3528	3.5109	0.9666	0.1885	0.2894	0.586	1.6258	2.9195
Parp12	3.3132	4.112	3.9401	3.4735	2.5048	3.3182	1.7036	2.5104	1.2894	3.8202	3.3274	3.3813
Tub	2.3817	3.2012	3.1339	1.1633	0.1829	1.5109	2.8411	0	1.4546	1.9079	3.2253	3.0931
